Date,Store,Temperature,Fuel_Price,Unemployment,IsHoliday,CPI,Sales
2010-02-05,1,42.31,2.572,8.106,False,211.0963582,1643690.9
2010-02-12,1,38.51,2.548,8.106,True,211.2421698,1641957.4399999997
2010-02-19,1,39.93,2.514,8.106,False,211.2891429,1611968.17
2010-02-26,1,46.63,2.561,8.106,False,211.3196429,1409727.5900000003
2010-03-05,1,46.5,2.625,8.106,False,211.3501429,1554806.68
2010-03-12,1,57.79,2.667,8.106,False,211.3806429,1439541.5900000005
2010-03-19,1,54.58,2.72,8.106,False,211.215635,1472515.7899999998
2010-03-26,1,51.45,2.732,8.106,False,211.0180424,1404429.9200000004
2010-04-02,1,62.27,2.719,7.808,False,210.8204499,1594968.2799999998
2010-04-09,1,65.86,2.77,7.808,False,210.6228574,1545418.5300000005
2010-04-16,1,66.32,2.808,7.808,False,210.4887,1466058.28
2010-04-23,1,64.84,2.795,7.808,False,210.4391228,1391256.12
2010-04-30,1,67.41,2.78,7.808,False,210.3895456,1425100.7100000002
2010-05-07,1,72.55,2.835,7.808,False,210.3399684,1603955.1200000003
2010-05-14,1,74.78,2.854,7.808,False,210.3374261,1494251.5000000002
2010-05-21,1,76.44,2.826,7.808,False,210.6170934,1399662.0700000003
2010-05-28,1,80.44,2.759,7.808,False,210.8967606,1432069.9500000002
2010-06-04,1,80.69,2.705,7.808,False,211.1764278,1615524.71
2010-06-11,1,80.43,2.668,7.808,False,211.4560951,1542561.09
2010-06-18,1,84.11,2.637,7.808,False,211.4537719,1503284.0599999998
2010-06-25,1,84.34,2.653,7.808,False,211.3386526,1422711.5999999996
2010-07-02,1,80.91,2.669,7.787,False,211.2235333,1492418.1399999997
2010-07-09,1,80.48,2.642,7.787,False,211.108414,1546074.1799999997
2010-07-16,1,83.15,2.623,7.787,False,211.1003854,1448938.9200000002
2010-07-23,1,83.36,2.608,7.787,False,211.2351443,1385065.2000000004
2010-07-30,1,81.84,2.64,7.787,False,211.3699032,1371986.6
2010-08-06,1,87.16,2.627,7.787,False,211.5046621,1605491.7799999998
2010-08-13,1,87.0,2.692,7.787,False,211.6394211,1508237.7600000005
2010-08-20,1,86.65,2.664,7.787,False,211.6033633,1513080.49
2010-08-27,1,85.22,2.619,7.787,False,211.5673056,1449142.9200000004
2010-09-03,1,81.21,2.577,7.787,False,211.5312479,1540163.53
2010-09-10,1,78.69,2.565,7.787,True,211.4951902,1507460.6900000002
2010-09-17,1,82.11,2.582,7.787,False,211.5224596,1430378.67
2010-09-24,1,80.94,2.624,7.787,False,211.5972246,1351791.03
2010-10-01,1,71.89,2.603,7.838,False,211.6719895,1453329.4999999998
2010-10-08,1,63.93,2.633,7.838,False,211.7467544,1508239.93
2010-10-15,1,67.18,2.72,7.838,False,211.8137436,1459409.0999999996
2010-10-22,1,69.86,2.725,7.838,False,211.8612937,1345454.0
2010-10-29,1,69.64,2.716,7.838,False,211.9088438,1384209.2200000002
2010-11-05,1,58.74,2.689,7.838,False,211.9563939,1551659.2799999993
2010-11-12,1,59.61,2.728,7.838,False,212.003944,1494479.4899999998
2010-11-19,1,51.41,2.771,7.838,False,211.8896737,1483784.1800000006
2010-11-26,1,64.52,2.735,7.838,True,211.7484333,1955624.1099999996
2010-12-03,1,49.27,2.708,7.838,False,211.607193,1548033.7799999993
2010-12-10,1,46.33,2.843,7.838,False,211.4659526,1682614.26
2010-12-17,1,49.84,2.869,7.838,False,211.4053124,1891034.929999999
2010-12-24,1,52.33,2.886,7.838,False,211.4051222,2387950.1999999997
2010-12-31,1,48.43,2.943,7.838,True,211.4049321,1367320.0099999998
2011-01-07,1,48.27,2.976,7.742,False,211.4047419,1444732.2799999996
2011-01-14,1,35.4,2.983,7.742,False,211.4574109,1391013.9599999997
2011-01-21,1,44.04,3.016,7.742,False,211.8272343,1327405.4200000002
2011-01-28,1,43.83,3.01,7.742,False,212.1970577,1316899.31
2011-02-04,1,42.27,2.989,7.742,False,212.5668812,1606629.5799999998
2011-02-11,1,36.39,3.022,7.742,True,212.9367046,1649614.9300000002
2011-02-18,1,57.36,3.045,7.742,False,213.2478853,1686842.7799999996
2011-02-25,1,62.9,3.065,7.742,False,213.535609,1456800.2799999998
2011-03-04,1,59.58,3.288,7.742,False,213.8233327,1636263.41
2011-03-11,1,53.56,3.459,7.742,False,214.1110564,1553191.6300000001
2011-03-18,1,62.76,3.488,7.742,False,214.3627114,1576818.0599999998
2011-03-25,1,69.97,3.473,7.742,False,214.5999389,1541102.38
2011-04-01,1,59.17,3.524,7.682,False,214.8371664,1495064.75
2011-04-08,1,67.84,3.622,7.682,False,215.0743939,1614259.3500000006
2011-04-15,1,71.27,3.743,7.682,False,215.2918561,1559888.9999999998
2011-04-22,1,72.99,3.807,7.682,False,215.4599053,1564819.81
2011-04-29,1,72.03,3.81,7.682,False,215.6279544,1455090.6899999997
